pop,upop
6689700.00,91.39
57313203.00,67.50
2624695.00,52.44
127718000.00,83.20
5164000.00,80.64
14909018.00,55.12
33551079.00,20.95
88892.00,43.51
23449173.00,59.65
47859311.00,80.65
2095993.00,98.16
5043300.00,35.29
5579003.00,25.13
2287955.00,67.80
3701464.00,86.35
1898778.00,21.14
3124222.00,45.36
5609166.00,76.66
34290.00,14.85
3415213.00,66.74
451630.00,85.74
450754.00,100.00
2033974.00,57.92
17245275.00,27.94
12090476.00,14.88
24869423.00,64.78
304000.00,31.25
12088867.00,30.55
398582.00,93.16
52115.00,69.30
2974686.00,51.61
1213370.00,42.04
106888418.00,75.68
106816.00,22.33
3612874.00,45.51
32960.00,100.00
2469045.00,60.38
612267.00,61.57
29812685.00,54.32
19928496.00,29.64
49151958.00,28.08
1980531.00,34.71
24868900.00,14.56
16225302.00,80.34
224868.00,62.95
4027200.00,86.00
5240876.00,55.46
12526725.00,16.47
132581484.00,37.36
67562.00,89.93
4564855.00,77.23
2385075.00,71.51
147251530.00,34.07
19700.00,74.78
3202511.00,63.08
5795571.00,13.15
5607948.00,56.89
26937737.00,74.25
82971734.00,47.14
38204570.00,61.68
10458821.00,56.29
3826095.00,94.22
668165.00,96.87
21574326.00,52.91
144648257.00,73.37
8686469.00,17.60
177677.00,21.70
28520.00,93.98
146357.00,56.25
23357887.00,80.53
10673320.00,40.78
7480591.00,53.99
82800.00,50.64
4647701.00,36.35
4114800.00,100.00
33790.00,100.00
5373374.00,55.86
1995733.00,50.69
446352.00,17.00
8039104.00,34.37
46127031.00,58.45
7499695.00,16.89
42187645.00,76.78
19173000.00,18.41
47681.00,32.28
161767.00,25.22
108354.00,46.27
30365586.00,32.65
487641.00,66.66
1087949.00,22.30
8958229.00,84.20
7339001.00,73.40
17304339.00,53.05
6532871.00,26.40
36866228.00,23.61
64817254.00,35.01
929431.00,25.34
5283246.00,34.27
99606.00,23.10
1284052.00,10.24
9839800.00,64.59
66060121.00,66.57
4648036.00,46.59
23412.00,86.61
9590.00,47.66
26217760.00,12.48
47812950.00,67.43
3625798.00,81.47
59647577.00,79.34
290107933.00,79.58
3325637.00,92.83
25567650.00,36.98
198963.00,22.52
25857553.00,88.48
80467400.00,26.09
108085.00,93.25
3154969.00,72.63
19374012.00,27.85
11426006.00,35.78
12774162.00,34.48
306505782.00,54.22
6603018.00,41.66
106530417.00,61.72
2114733723.00,45.49
1879602648.00,41.04
327788514.00,73.42
870213016.00,68.95
248660723.00,57.95
494332851.00,72.35
370912986.00,36.89
531070213.00,29.90
1314232215.00,78.19
300817224.00,78.96
1013414991.00,77.97
555515431.00,76.62
464915732.00,74.43
734626511.00,26.11
5120042333.00,40.98
475092681.00,26.03
2464449907.00,34.31
339941989.00,60.10
298545580.00,56.84
4644949652.00,42.51
324864038.00,79.79
1188646374.00,77.19
17441535.00,43.59
2038005.00,34.94
26082558.00,42.43
1486610311.00,28.72
742396040.00,32.44
741707339.00,32.43
2180499745.00,51.77
6434274548.00,48.48
23499850.00,22.56
3026939.00,45.65
32817225.00,63.06
59262.00,88.20
78337.00,90.75
17295500.00,35.41
81718.00,29.84
38728778.00,89.90
3025982.00,64.22
98742.00,45.24
20127400.00,87.85
8171966.00,65.82
8306500.00,52.19
322539.00,82.23
807989.00,88.39
140843786.00,26.11
273091.00,33.12
9730000.00,71.89
10421137.00,97.35
276085.00,46.58
7922796.00,39.64
63740.00,100.00
634235.00,29.84
8967740.00,63.73
3825872.00,39.22
1835750.00,54.84
186116363.00,82.52
355700.00,73.06
7781161.00,70.23
13028039.00,20.76
7661613.00,9.14
468985.00,56.85
13112334.00,19.06
17667576.00,47.94
31995000.00,80.05
47299.00,100.00
3987896.00,37.97
9710498.00,21.77
153170.00,30.68
15913119.00,87.19
1296075000.00,41.14
42724157.00,73.28
603869.00,27.90
54314855.00,37.00
3412592.00,60.53
4187039.00,64.39
17802516.00,46.18
4439000.00,56.22
11240680.00,76.04
134192.00,90.66
1015827.00,68.41
10197101.00,73.67
5404523.00,85.57
767644.00,76.72
70325.00,66.30
9102997.00,66.00
13509645.00,61.51
73596068.00,42.98
5925089.00,61.11
606201.00,38.82
4064958.00,18.60
1362550.00,68.86
74506974.00,15.50
48103.00,39.25
818355.00,49.48
5228172.00,82.77
62704897.00,76.88
251811.00,56.23
1347524.00,82.85
1394727.00,51.48
4318300.00,52.41
82516260.00,73.29
20840493.00,46.63
11055729.00,74.07
56911.00,82.58
102657.00,35.96
158194.00,93.53
12877711.00,46.76
9464771.00,32.43
1431816.00,40.01
742162.00,28.36
9119182.00,42.38
6753352.00,47.88
6783500.00,100.00
10107146.00,65.90
292074.00,92.91
1126419321.00,28.90
223268606.00,45.15
69321953.00,66.87
26320530.00,68.71
4070262.00,60.20
79636.00,51.89
6809000.00,91.46
57685327.00,67.62
2634145.00,52.63
127761000.00,84.64
5290000.00,80.91
15012985.00,54.92
34437460.00,21.31
90545.00,43.53
23639296.00,59.73
48039415.00,81.00
2166344.00,98.17
5104700.00,35.29
5658894.00,26.24
2263122.00,67.90
3863271.00,86.47
1912042.00,21.69
3184643.00,45.71
5703224.00,76.77
34569.00,14.80
3377075.00,66.65
458095.00,86.18
458579.00,100.00
2038444.00,57.71
17763367.00,28.21
12407618.00,14.96
25332026.00,65.69
312000.00,32.49
12474857.00,31.30
401268.00,93.41
52074.00,69.60
3064882.00,52.38
1221003.00,41.83
108257822.00,76.00
106575.00,22.33
3603945.00,45.41
33339.00,100.00
2496621.00,61.44
613353.00,62.02
30093109.00,54.64
20523159.00,29.82
49582751.00,28.50
2002745.00,35.67
25198130.00,14.87
16281779.00,81.51
228297.00,63.34
4087500.00,86.03
5309703.00,55.70
12996012.00,16.59
136033321.00,38.21
66143.00,89.86
4591910.00,77.28
2448194.00,71.83
150267989.00,34.39
19805.00,76.28
3260611.00,63.38
5940048.00,13.13
5703742.00,57.12
27273188.00,74.64
84596249.00,46.87
38182222.00,61.56
10483861.00,56.91
3826878.00,94.17
732096.00,97.11
21451748.00,53.04
144067054.00,73.42
8828956.00,18.43
178794.00,21.46
28891.00,94.01
149732.00,57.14
24055573.00,80.75
10967016.00,40.94
7463157.00,54.26
82500.00,50.84
4870467.00,36.60
4166700.00,100.00
35316.00,100.00
5372280.00,55.71
1997012.00,50.59
457841.00,17.41
8251054.00,34.76
46727694.00,58.99
7784488.00,17.02
42921895.00,77.02
19435000.00,18.39
48424.00,32.16
163462.00,24.13
108563.00,46.63
31176209.00,32.71
489312.00,66.74
1094775.00,22.17
8993531.00,84.26
7389625.00,73.44
17671913.00,53.42
6666628.00,26.42
37935334.00,24.22
65404522.00,36.26
962634.00,25.71
5428552.00,34.72
100226.00,23.13
1290535.00,10.07
9932400.00,64.93
66973561.00,67.18
4696876.00,46.81
25025.00,87.19
9646.00,48.68
27114742.00,12.76
47451600.00,67.60
3975945.00,81.87
59987905.00,79.63
292805298.00,79.76
3324096.00,93.08
25864350.00,36.83
204144.00,22.81
26314483.00,88.52
81436400.00,26.68
107950.00,93.46
3236626.00,72.85
19931617.00,28.39
11725635.00,36.20
12867828.00,34.29
313508929.00,54.54
6640916.00,41.68
106254694.00,61.77
2130532518.00,46.58
1894744514.00,42.17
329490945.00,73.64
872968147.00,69.12
249730397.00,58.15
496306466.00,72.57
380285290.00,37.25
546329345.00,30.28
1322338351.00,78.49
302879030.00,79.12
1019459321.00,78.31
562783235.00,76.94
471107730.00,74.79
752794655.00,26.56
5192264973.00,41.60
488164370.00,26.36
2505015558.00,34.71
346735318.00,60.50
303699745.00,57.20
4704100603.00,43.18
327892753.00,79.95
1197067844.00,77.53
17729671.00,44.12
2061473.00,35.12
26432060.00,42.81
1511135613.00,29.08
762555740.00,32.88
761846974.00,32.87
2199085045.00,52.83
6514603324.00,48.99
24399948.00,22.90
3011487.00,46.73
33267887.00,63.83
59117.00,88.10
81223.00,90.30
17912942.00,36.17
82565.00,29.22
39145491.00,90.08
3014917.00,64.18
100031.00,44.88
20394800.00,88.00
8227829.00,65.82
8391850.00,52.39
329243.00,82.28
867014.00,88.40
142929979.00,26.81
274013.00,32.94
9663000.00,72.35
10478617.00,97.40
283279.00,46.31
8182362.00,39.98
64154.00,100.00
651163.00,30.97
9125405.00,64.19
3833377.00,39.20
1864003.00,55.07
188479240.00,82.83
361889.00,73.50
7739900.00,70.58
13421929.00,21.54
7934213.00,9.38
474224.00,57.69
13320058.00,19.17
18126999.00,48.54
32312000.00,80.12
48623.00,100.00
4055608.00,38.07
10067932.00,21.80
154298.00,30.74
16096571.00,87.44
1303720000.00,42.52
43285636.00,73.58
618632.00,27.87
56089536.00,37.48
3503086.00,60.99
4247843.00,65.67
18132702.00,46.84
4442000.00,56.41
11261052.00,76.13
137658.00,90.53
1032586.00,68.27
10211216.00,73.60
5419432.00,85.86
778406.00,76.76
70542.00,66.60
9237565.00,67.36
13735232.00,61.71
74942115.00,43.03
5947206.00,61.65
625866.00,38.86
4191273.00,18.89
1354775.00,68.74
76608431.00,15.70
48337.00,39.78
821820.00,49.87
5246096.00,82.91
63179356.00,77.13
254884.00,56.43
1377777.00,83.42
1440542.00,52.34
4361400.00,52.47
82469422.00,73.36
21389514.00,47.31
11092913.00,74.45
56935.00,82.86
102951.00,35.92
158401.00,93.63
13183505.00,47.17
9669023.00,32.81
1462784.00,40.87
742495.00,28.30
9263409.00,44.08
6880181.00,48.52
6813200.00,100.00
10087065.00,66.35
296734.00,93.04
1144326293.00,29.24
226254703.00,45.94
70122115.00,67.56
27017712.00,68.77
4159914.00,60.48
80345.00,51.91
6930100.00,91.52
57969484.00,67.74
2643601.00,52.81
127773000.00,85.98
5411000.00,81.18
15147029.00,54.72
35349040.00,21.68
92329.00,43.55
23813324.00,59.81
48138077.00,81.35
2263604.00,98.19
5162600.00,35.29
5745012.00,27.39
2238799.00,68.00
3986865.00,86.58
1925844.00,22.25
3269786.00,46.05
5801543.00,76.90
34852.00,14.74
3322528.00,66.64
465158.00,86.60
468149.00,100.00
2042894.00,57.53
18290394.00,28.81
12747846.00,15.05
25796124.00,66.59
321000.00,33.75
12881384.00,32.06
403834.00,93.65
52058.00,69.90
3154087.00,53.13
1228254.00,41.62
109747906.00,76.31
106198.00,22.33
3595187.00,45.31
33808.00,100.00
2526447.00,62.49
614261.00,62.20
30385479.00,55.13
21126676.00,30.00
49984704.00,28.93
2027026.00,36.63
25506847.00,15.18
16319868.00,82.63
231779.00,63.97
4133900.00,86.05
5379327.00,55.93
13485436.00,16.72
139611303.00,39.07
64372.00,89.80
4623291.00,77.49
2506891.00,72.40
153356383.00,34.73
19907.00,77.70
3319301.00,63.67
6086905.00,13.11
5795493.00,57.35
27610406.00,75.03
86141373.00,46.60
38165445.00,61.45
10503330.00,57.52
3821362.00,94.11
836924.00,97.45
21319685.00,53.17
143518523.00,73.46
9008230.00,19.28
179928.00,21.22
29242.00,94.02
153146.00,58.01
24745230.00,80.98
11268994.00,41.12
7440769.00,54.53
82900.00,51.06
5071271.00,36.84
4265800.00,100.00
36934.00,100.00
5372807.00,55.56
2000474.00,50.50
469306.00,17.83
8466938.00,35.16
47349013.00,59.54
8099908.00,17.15
43653155.00,77.26
19644000.00,18.38
49139.00,32.05
165407.00,23.09
108749.00,46.99
31990003.00,32.76
491999.00,66.68
1104642.00,22.04
9029572.00,84.32
7437115.00,73.47
18132842.00,53.78
6805655.00,26.43
39065600.00,24.85
65863973.00,37.52
979201.00,26.31
5578219.00,35.19
100858.00,23.16
1296933.00,9.90
10029000.00,65.10
67860617.00,67.78
4747839.00,47.05
26450.00,87.75
9694.00,49.70
28042413.00,13.03
47105150.00,67.79
4481976.00,82.26
60401206.00,79.92
295516599.00,79.93
3325608.00,93.32
26167000.00,36.68
209375.00,23.10
26769115.00,88.56
82392100.00,27.28
107863.00,93.66
3320396.00,73.06
20504385.00,28.94
12043591.00,36.61
12984418.00,34.11
320912518.00,54.89
6681231.00,41.71
105999320.00,61.82
2146003677.00,47.64
1909251689.00,43.28
331033155.00,73.87
875755753.00,69.30
250849576.00,58.35
498182074.00,72.79
389823368.00,37.62
561934621.00,30.66
1331063161.00,78.77
305315050.00,79.30
1025748111.00,78.62
570029991.00,77.26
477292640.00,75.15
771082091.00,27.02
5264379588.00,42.21
501506199.00,26.69
2545669797.00,35.11
353923119.00,60.92
309000732.00,57.56
4762873389.00,43.84
331014940.00,80.11
1205835689.00,77.85
18032304.00,44.64
2087081.00,35.33
26800616.00,43.18
1535287611.00,29.45
783427658.00,33.32
782697340.00,33.32
2217203592.00,53.87
6595442749.00,49.49
25183615.00,23.24
2992547.00,47.82
33749328.00,64.59
58648.00,88.00
83373.00,89.84
18541467.00,36.94
83467.00,28.61
39558750.00,90.27
3002161.00,64.15
100830.00,44.51
20697900.00,88.15
8268641.00,65.83
8484550.00,52.59
335801.00,82.33
940808.00,88.42
144839238.00,27.52
275040.00,32.76
9604000.00,72.82
10547958.00,97.45
290751.00,46.04
8443717.00,40.34
64523.00,100.00
666920.00,31.71
9283345.00,64.65
3838504.00,39.18
1895671.00,55.31
190698241.00,83.14
368150.00,73.93
7699020.00,70.93
13834195.00,22.34
8218070.00,9.62
478265.00,58.53
13525360.00,19.29
18597109.00,49.14
32570505.00,80.21
50028.00,100.00
4127112.00,38.18
10423616.00,21.83
155415.00,30.81
16279728.00,87.69
1311020000.00,43.87
43835744.00,73.88
633814.00,27.86
57926840.00,37.96
3604595.00,61.44
4308790.00,66.93
18486392.00,47.50
4440000.00,56.61
11275199.00,76.23
141239.00,90.41
1048293.00,68.13
10238905.00,73.53
5437272.00,86.10
788941.00,76.81
70690.00,66.90
9371333.00,68.71
13967490.00,61.91
76274285.00,43.07
5967556.00,62.19
645718.00,38.90
4304440.00,19.20
1346810.00,68.61
78735675.00,15.90
48505.00,40.15
827390.00,50.26
5266268.00,83.04
63621376.00,77.38
257731.00,56.63
1408920.00,83.95
1487731.00,53.18
4398000.00,52.53
82376451.00,73.49
21951891.00,47.99
11127947.00,74.83
56774.00,83.17
103259.00,35.87
158429.00,93.73
13490041.00,47.59
9898301.00,33.20
1494603.00,41.73
743705.00,28.26
9409479.00,45.76
7007029.00,49.16
6857100.00,100.00
10071370.00,66.86
303782.00,93.16
1162088305.00,29.57
229263980.00,46.73
70923164.00,68.24
27716983.00,68.82
4273591.00,60.75
81110.00,51.92
7053700.00,91.58
58143979.00,67.86
2653042.00,53.00
127854000.00,87.06
5536000.00,81.44
15308084.00,54.52
36286015.00,22.05
94257.00,43.57
23969897.00,59.88
48371946.00,81.53
2389498.00,98.20
5218400.00,35.29
5838837.00,28.54
2218357.00,67.97
4057041.00,86.70
1940345.00,22.82
3384804.00,46.40
5907149.00,77.03
35141.00,14.68
3269909.00,66.71
472637.00,87.01
479728.00,100.00
2047330.00,57.37
18826129.00,29.43
13112383.00,15.14
26263048.00,67.48
333000.00,35.03
13309942.00,32.83
405308.00,93.88
52080.00,70.20
3241762.00,53.87
1233996.00,41.41
111382857.00,76.62
105680.00,22.32
3585209.00,45.21
34384.00,100.00
2558484.00,63.54
615025.00,62.38
30691434.00,55.64
21737860.00,30.18
50355559.00,29.39
2053915.00,37.61
25794344.00,15.50
16346101.00,83.64
235314.00,64.64
4184600.00,86.08
5450217.00,56.18
13995530.00,16.86
143318011.00,39.94
62235.00,89.74
4660677.00,77.89
2553376.00,72.97
156524189.00,35.08
20012.00,79.02
3378600.00,63.96
6236158.00,13.09
5882797.00,57.58
27949958.00,75.42
87592899.00,46.33
38141267.00,61.34
10522288.00,58.14
3805214.00,94.06
988448.00,97.75
21193760.00,53.31
143049528.00,73.51
9231041.00,20.17
181072.00,20.98
29568.00,94.03
156584.00,58.85
25419994.00,81.20
11578430.00,41.31
7411569.00,54.79
84600.00,51.28
5243214.00,37.10
4401400.00,100.00
38270.00,100.00
5373054.00,55.41
2006868.00,50.41
480716.00,18.26
8686939.00,35.56
47991699.00,60.08
8445659.00,17.29
44397319.00,77.50
19858000.00,18.37
49818.00,31.96
167656.00,22.07
108908.00,47.35
32809056.00,32.81
495953.00,66.62
1118204.00,21.91
9080505.00,84.43
7483934.00,73.51
18728200.00,54.15
6949566.00,26.45
40260847.00,25.48
66174486.00,38.80
996052.00,26.93
5732175.00,35.65
101507.00,23.18
1303141.00,9.74
10127900.00,65.27
68704721.00,68.38
4801594.00,47.30
27642.00,88.28
9732.00,50.72
29000925.00,13.31
46787750.00,67.97
5171255.00,82.65
60846820.00,80.20
298379912.00,80.10
3331041.00,93.55
26488250.00,36.53
214635.00,23.39
27221228.00,88.61
83311200.00,27.89
107700.00,93.86
3406334.00,73.28
21093973.00,29.49
12381509.00,37.03
13127942.00,33.93
328668135.00,55.24
6723587.00,41.73
105504531.00,61.89
2160752292.00,48.68
1923095029.00,44.38
332759025.00,74.11
878819656.00,69.49
251718457.00,58.55
500030506.00,73.03
399530739.00,38.00
577914150.00,31.06
1340501351.00,79.03
308252724.00,79.48
1032248627.00,78.91
577248307.00,77.57
483458582.00,75.49
789544690.00,27.49
5336020880.00,42.81
515142538.00,27.02
2586398869.00,35.51
361451154.00,61.32
314432844.00,57.88
4820878342.00,44.50
334184023.00,80.29
1214903493.00,78.15
18348838.00,45.13
2114575.00,35.56
27187000.00,43.55
1559056624.00,29.83
805010175.00,33.78
804259344.00,33.77
2234479473.00,54.89
6676522231.00,49.98
25877544.00,23.59
2970017.00,48.90
34261971.00,65.35
57904.00,87.90
84878.00,89.36
19183907.00,37.72
84397.00,28.00
39969903.00,90.45
2988117.00,64.12
101218.00,44.15
20827600.00,88.30
8295487.00,65.84
8581300.00,52.79
342259.00,82.39
1026568.00,88.44
146592687.00,28.24
276154.00,32.59
9560000.00,73.27
10625700.00,97.50
298403.00,45.77
8707637.00,40.70
64888.00,100.00
681471.00,32.47
9441482.00,65.10
3840418.00,39.16
1930431.00,55.54
192784521.00,83.45
374459.00,74.35
7545338.00,71.28
14264002.00,23.16
8514578.00,9.86
481278.00,59.36
13728700.00,19.41
19078100.00,49.74
32887928.00,80.40
51480.00,100.00
4202104.00,38.32
10779504.00,21.87
156516.00,30.87
16462701.00,87.93
1317885000.00,45.20
44374647.00,74.17
649404.00,27.85
59834875.00,38.45
3715665.00,61.89
4369465.00,68.17
18862172.00,48.27
4436000.00,56.82
11284043.00,76.32
144056.00,90.29
1063040.00,67.98
10298828.00,73.46
5461438.00,86.29
799309.00,76.85
70795.00,67.20
9504336.00,70.02
14205479.00,62.10
77605327.00,43.08
5986414.00,62.72
665798.00,38.96
4406299.00,19.52
1340680.00,68.48
80891968.00,16.12
48599.00,40.34
834729.00,50.66
5288720.00,83.17
64016229.00,77.62
260361.00,56.82
1440902.00,84.44
1536424.00,54.00
4388400.00,52.58
82266372.00,73.70
22528041.00,48.67
11163002.00,75.20
56555.00,83.48
103587.00,35.82
158332.00,93.82
13797629.00,48.02
10152521.00,33.60
1527342.00,42.60
745638.00,28.23
9556958.00,47.39
7133737.00,49.80
6916300.00,100.00
10055780.00,67.37
311566.00,93.28
1179685631.00,29.91
232296830.00,47.53
71720859.00,68.86
28423538.00,68.87
4398942.00,61.03
81914.00,51.94
7180100.00,91.64
58438310.00,67.97
2662481.00,53.18
128001000.00,88.01
5661000.00,81.70
15484192.00,54.31
37250540.00,22.42
96310.00,43.60
24111945.00,59.96
48597652.00,81.63
2538591.00,98.22
5268400.00,35.29
5939634.00,29.69
2200325.00,67.90
4085426.00,86.82
1955656.00,23.29
3522337.00,46.74
6017794.00,77.18
35431.00,14.63
3231294.00,66.78
479993.00,87.41
493022.00,100.00
2051427.00,57.24
19371031.00,30.04
13498377.00,15.24
26730607.00,68.36
349000.00,36.30
13759226.00,33.61
406724.00,94.09
52136.00,70.49
3328285.00,54.59
1239630.00,41.20
113139374.00,76.92
105080.00,22.32
3576910.00,45.11
35046.00,100.00
2592776.00,64.56
615875.00,62.56
31011322.00,56.15
22359637.00,30.36
50698814.00,29.87
2083174.00,38.60
26063619.00,15.82
16381696.00,84.54
238902.00,65.31
4223800.00,86.10
5522119.00,56.44
14527631.00,17.02
147152502.00,40.82
59791.00,89.67
4709153.00,78.23
2593750.00,73.53
159767672.00,35.44
20118.00,80.24
3438398.00,64.25
6387470.00,13.07
5966160.00,57.81
28292768.00,75.80
88965508.00,46.06
38120560.00,61.23
10542964.00,58.75
3782995.00,94.00
1178955.00,98.02
20882982.00,53.44
142805088.00,73.55
9481083.00,21.09
182238.00,20.75
29874.00,94.04
160064.00,59.66
26083522.00,81.43
11897230.00,41.52
7381579.00,55.06
85033.00,51.52
5391108.00,37.36
4588600.00,100.00
39462.00,100.00
5374622.00,55.26
2018122.00,50.32
492075.00,18.69
8909015.00,35.97
48656506.00,60.62
8815495.00,17.42
45226803.00,77.74
20039000.00,18.36
50465.00,31.89
170146.00,21.08
109049.00,47.71
33637960.00,32.87
500953.00,66.55
1134853.00,21.78
9148092.00,84.59
7551117.00,73.55
19425597.00,54.53
7099021.00,26.47
41522004.00,26.12
66353572.00,40.10
1013194.00,27.56
5890414.00,36.12
102169.00,23.23
1309260.00,9.57
10225100.00,65.43
69515492.00,68.98
4858235.00,47.56
28638.00,88.80
9764.00,51.74
29991958.00,13.60
46509350.00,68.15
6010100.00,83.02
61322463.00,80.48
301231207.00,80.27
3339750.00,93.78
26868000.00,36.40
219956.00,23.69
27670659.00,88.65
84218500.00,28.50
107423.00,94.05
3494496.00,73.49
21701105.00,30.04
12738676.00,37.45
13297798.00,33.74
336662433.00,55.59
6767278.00,41.76
105126686.00,61.96
2175660864.00,49.73
1936736134.00,45.49
334378776.00,74.35
882358214.00,69.67
252877346.00,58.74
501912523.00,73.26
409393653.00,38.39
594288511.00,31.49
1350647746.00,79.29
311513631.00,79.66
1039134115.00,79.19
584435842.00,77.88
489595358.00,75.84
808296705.00,27.98
5408304955.00,43.42
529119915.00,27.40
2627317521.00,35.93
369228612.00,61.72
320005139.00,58.19
4879185040.00,45.15
337405012.00,80.46
1224451293.00,78.45
18675657.00,45.63
2143352.00,35.80
27586287.00,43.92
1582576481.00,30.21
827287676.00,34.26
826514497.00,34.25
2251867519.00,55.91
6758952701.00,50.49
26528741.00,23.95
2947314.00,49.99
34811059.00,66.10
57031.00,87.80
85616.00,88.87
19842251.00,38.51
85350.00,27.41
40381860.00,90.62
2975029.00,64.00
101342.00,43.78
21249200.00,88.45
8321496.00,65.84
8763400.00,52.99
348587.00,82.44
1115777.00,88.47
148252473.00,28.97
277315.00,32.41
9528000.00,73.73
10709973.00,97.55
306165.00,45.50
8973525.00,41.08
65273.00,100.00
694990.00,33.24
9599916.00,65.55
3839749.00,39.16
1967866.00,55.77
194769696.00,83.75
380786.00,74.75
7492561.00,71.62
14709011.00,23.99
8821795.00,10.12
483824.00,60.19
13933660.00,19.53
19570418.00,50.34
33245773.00,80.58
52925.00,100.00
4280405.00,38.47
11139740.00,21.90
157587.00,30.93
16645940.00,88.16
1324655000.00,46.54
44901660.00,74.46
665414.00,27.86
61809278.00,38.94
3832771.00,62.34
4429506.00,69.39
19261647.00,49.03
4434508.00,57.05
11290239.00,76.41
145880.00,90.16
1077010.00,67.84
10384603.00,73.39
5493621.00,86.49
809639.00,76.90
70881.00,67.50
9636491.00,71.30
14447600.00,62.30
78976122.00,43.06
6004199.00,63.25
686223.00,39.04
4500638.00,19.85
1337090.00,68.35
83079608.00,16.51
48629.00,40.54
843206.00,51.05
5313399.00,83.30
64374990.00,77.86
262877.00,56.74
1473741.00,84.90
1586749.00,54.79
4383800.00,52.63
82110097.00,73.90
23115919.00,49.35
11186439.00,75.57
56328.00,83.79
103934.00,35.78
158310.00,93.92
14106687.00,48.45
10427356.00,34.01
1561293.00,43.47
748096.00,28.22
9705130.00,48.98
7259470.00,50.44
6957800.00,100.00
10038188.00,67.87
317414.00,93.40
1197070109.00,30.25
235360765.00,48.33
72530693.00,69.46
29163327.00,68.93
4489544.00,61.30
82737.00,51.96
7308800.00,91.70
58826731.00,68.09
2671934.00,53.37
128063000.00,88.91
5786000.00,81.96
15674000.00,54.11
38244442.00,22.80
98437.00,43.65
24243829.00,60.04
48948698.00,81.73
2705290.00,98.23
5318700.00,35.29
6045439.00,30.84
2177322.00,67.83
4109389.00,86.94
1972194.00,23.77
3672782.00,47.09
6123022.00,77.32
35721.00,14.57
3198231.00,66.85
488650.00,87.80
507274.00,100.00
2055266.00,57.13
19926798.00,30.67
13904671.00,15.33
27197419.00,69.23
362000.00,37.55
14223403.00,34.40
409379.00,94.30
52221.00,70.78
3414552.00,55.30
1244121.00,41.00
114972821.00,77.23
104472.00,22.31
3570108.00,45.01
35731.00,100.00
2629666.00,65.58
616969.00,62.74
31350544.00,56.67
22994867.00,30.55
51030006.00,30.36
2115703.00,39.60
26325183.00,16.15
16445593.00,85.40
242546.00,65.97
4259800.00,86.13
5594524.00,56.70
15085130.00,17.19
151115683.00,41.70
57343.00,89.61
4768212.00,78.53
2652281.00,74.08
163096985.00,35.82
20227.00,81.37
3498679.00,64.54
6540267.00,13.06
6047131.00,58.03
28642048.00,76.18
90297115.00,45.79
38125759.00,61.12
10558177.00,59.36
3760866.00,93.94
1388962.00,98.26
20537875.00,53.57
142742350.00,73.60
9750314.00,22.03
183440.00,20.52
30160.00,94.06
163595.00,60.43
26742842.00,81.65
12229703.00,41.74
7350222.00,55.11
86956.00,51.78
5521838.00,37.65
4839400.00,100.00
40458.00,100.00
5379233.00,55.11
2021316.00,50.22
503410.00,19.14
9132589.00,36.39
49344228.00,61.15
9208598.00,17.56
45954106.00,77.98
20246000.00,18.35
51093.00,31.85
172729.00,20.13
109165.00,48.07
34470138.00,32.92
506657.00,66.48
1153750.00,21.67
9219637.00,84.75
7647675.00,73.59
20097057.00,54.91
7254072.00,26.48
42844744.00,26.78
66453255.00,41.42
1030630.00,28.20
6052937.00,36.59
102816.00,23.28
1315372.00,9.41
10328900.00,65.60
70344357.00,69.56
4917541.00,47.83
29481.00,89.29
9788.00,52.77
31014427.00,13.89
46258200.00,68.33
6900142.00,83.38
61806995.00,80.76
304093966.00,80.44
3350832.00,94.00
27302800.00,36.31
225335.00,23.99
28116716.00,88.69
85118700.00,29.13
107091.00,94.24
3596688.00,73.70
22322699.00,30.60
13114579.00,37.88
13495462.00,33.56
344702311.00,55.93
6811213.00,41.79
104924372.00,62.02
2190177041.00,50.76
1950280764.00,46.60
335433365.00,74.59
886063249.00,69.84
254685459.00,58.93
503390442.00,73.49
419371302.00,38.78
611087950.00,31.92
1359870192.00,79.54
314698255.00,79.83
1045171937.00,79.46
591577623.00,78.18
495685919.00,76.18
827498335.00,28.47
5481698787.00,44.02
543502416.00,27.78
2668428221.00,36.34
377133473.00,62.10
325689241.00,58.51
4938196371.00,45.81
340465736.00,80.62
1233248856.00,78.74
18998854.00,46.13
2172519.00,36.04
27982586.00,44.29
1605926788.00,30.59
850225069.00,34.74
849430616.00,34.74
2269768150.00,56.93
6841568979.00,50.99
27207291.00,24.31
2927519.00,51.08
35401790.00,66.82
56226.00,87.70
85474.00,88.35
20520103.00,39.30
86300.00,26.82
40798641.00,90.80
2966108.00,63.79
101416.00,43.42
21691700.00,88.59
8343323.00,65.85
8947243.00,53.19
354780.00,82.50
1196774.00,88.50
149905836.00,29.71
278466.00,32.24
9507000.00,74.17
10796493.00,97.59
313925.00,45.23
9240982.00,41.46
65636.00,100.00
707830.00,34.01
9758799.00,65.99
3837732.00,39.18
2007212.00,56.00
196701298.00,84.04
387080.00,75.13
7444443.00,71.96
15165856.00,24.83
9137786.00,10.38
486673.00,61.02
14144337.00,19.67
20074522.00,50.93
33628571.00,80.76
54285.00,100.00
4361492.00,38.64
11510535.00,21.93
158613.00,30.99
16829957.00,88.38
1331260000.00,47.88
45416276.00,74.75
681845.00,27.88
63845097.00,39.44
3950786.00,62.79
4488261.00,70.57
